epoch,lambda_coral,lambda_dann,train_loss,task_loss,coral_loss,dann_loss,train_domain_acc,src_mse,tgt_mse,macro_val_mse,macro_val_spearman,src_mape,tgt_mape,domain_acc,h_div,fold
22,0.0016666666666666635,0.018725624024253706,0.10349097635064806,0.03346162675214665,0.0026559216203168035,0.7002492121287754,0.7776193870277975,0.06015578284859657,0.05283716352035602,0.05466681928373873,0.9761885959608796,24.777389526367188,29.157755851745605,0.8192090392112732,1.2768361568450928,1
23,0.0033333333333333322,0.03730590053147884,0.08416333302323308,0.036368626302906444,0.003134956683165261,0.477842564029353,0.8342124019957234,0.0730474442243576,0.06092973270763954,0.0639591624494642,0.9756152641899086,19.66010093688965,27.112027486165363,0.852300226688385,1.40920090675354,1
24,0.005000000000000001,0.055599959972441805,0.0767662547794836,0.03446448940251555,0.0027279865046563956,0.42288124561309814,0.8660014255167499,0.0327535979449749,0.05535986057172219,0.04970829491503537,0.9748230114636918,15.397904396057129,25.33110745747884,0.8781275153160095,1.512510061264038,1
25,0.0066666666666666645,0.07347559872111269,0.0662723963281938,0.02965345679383193,0.0029610176778598024,0.3659919819661549,0.8949394155381326,0.027624743059277534,0.046548403489092983,0.04181748884730041,0.9790984213027245,16.498905181884766,25.063557624816895,0.8926553726196289,1.5706214904785156,1
26,0.008333333333333331,0.0908129187996325,0.06293093998517309,0.028419738901512965,0.0028009261170934352,0.3448785958545549,0.9060584461867427,0.023292431607842445,0.04768847767263651,0.04158946615643799,0.9781301292027559,12.905920028686523,23.6119597752889,0.887005627155304,1.5480225086212158,1
27,0.010000000000000002,0.10750721950523578,0.0665373235408749,0.024616620869242718,0.0026269302720070948,0.41894432263714926,0.8719885958660014,0.021945593878626823,0.06696541824688514,0.055710461689159274,0.9764178330203235,13.37494945526123,28.160288492838543,0.8079096078872681,1.2316384315490723,1
28,0.011666666666666669,0.12347101670220681,0.13634470530918666,0.030686122930741737,0.0036673883816027747,1.0561579402003969,0.67712045616536,0.037791699171066284,0.045822907239198685,0.043815105222165585,0.9769898814592555,18.841442108154297,27.830472946166992,0.6682808995246887,0.6731235980987549,1
29,0.013333333333333336,0.13863514717800293,0.18220641969570092,0.027718805441898958,0.0055840770364739,1.5441315727574485,0.5304347826086957,0.038029637187719345,0.05215769105901321,0.04862567852251232,0.9766080475423502,20.595006942749023,28.90229670206706,0.3236480951309204,0.0,1
30,0.014999999999999998,0.15294899212057694,0.19528619891830853,0.03410996277151363,0.00573149901382359,1.6109026159558977,0.37205987170349253,0.03117927722632885,0.04287968731174866,0.03995458479039371,0.9769603650470073,17.034181594848633,26.93828582763672,0.47941887378692627,0.0,1
31,0.016666666666666663,0.16637991670481464,0.157190168010337,0.02688199421390891,0.0032306723504526807,1.3025432782513755,0.4122594440484676,0.028427233919501305,0.048569152131676674,0.04353367257863283,0.9770587074828451,16.248165130615234,25.85176722208659,0.5657788515090942,0.26311540603637695,1
32,0.018333333333333333,0.1789120666437727,0.13702105278415339,0.027998560540644184,0.0028286285856406073,1.0897063144615717,0.5290092658588739,0.026987219229340553,0.04664065378407637,0.04172729467973113,0.9759826445301616,14.239872932434082,24.20743719736735,0.42050039768218994,0.0,1
33,0.020000000000000004,0.19054468571618619,0.13788428157567978,0.022195166209712625,0.0020165612887857215,1.1564878246613912,0.45089094796863866,0.013998179696500301,0.04791545153905948,0.039436133578419685,0.9811265224322147,12.178495407104492,25.8349609375,0.5964487195014954,0.38579487800598145,1
34,0.021666666666666667,0.20129012226206214,0.10266330545502049,0.01835972672727491,0.0024412926577497274,0.842506828052657,0.6461867426942267,0.014552224427461624,0.060278462866942085,0.04884690302424133,0.9789944372472074,10.378134727478027,27.07850996653239,0.8184019327163696,1.2736077308654785,1
35,0.023333333333333338,0.21117168118098634,0.10590156034699508,0.018263293596516763,0.0024711825203017463,0.8758060357400349,0.6236635780470421,0.01876959018409252,0.05585862509906292,0.04658636637032032,0.980032981641844,13.570842742919922,26.40187358856201,0.48426151275634766,0.0,1
36,0.024999999999999994,0.22022145588130237,0.13571879640221596,0.01798628337149109,0.0031981114672297345,1.1765255949326925,0.4025659301496793,0.013358228839933872,0.05817985503623883,0.04697444848716259,0.9731623859308074,9.710023880004883,25.87941265106201,0.6416465044021606,0.5665860176086426,1
37,0.02666666666666667,0.22847824678672937,0.11731943780822414,0.02091375152979578,0.0022400964350838748,0.9634594853435244,0.5399857448325018,0.018200989812612534,0.07539733002583186,0.06109824450686574,0.9735825127633385,13.228187561035156,31.549535751342773,0.6747376918792725,0.6989507675170898,1
38,0.028333333333333335,0.2359856436326092,0.11259094519274575,0.018927878933027387,0.001988590245933405,0.9360672171626773,0.6069850320741269,0.016873586922883987,0.07137615357836087,0.05775051191449165,0.9720405080948518,10.994782447814941,26.438149452209473,0.6263115406036377,0.5052461624145508,1
39,0.03,0.24279032106053433,0.12429938491966043,0.020774705368759378,0.002854249290456729,1.0343905027423586,0.5511047754811119,0.013327463530004025,0.05539565316090981,0.04487860598601401,0.9755495559607963,10.814867973327637,24.979469299316406,0.598870038986206,0.3954801559448242,1
40,0.03166666666666667,0.24894057299578784,0.11956782186669963,0.016921703005209565,0.00289523702148082,1.025544366666249,0.5730577334283677,0.010435524396598339,0.07064221892505884,0.05559054506011307,0.9742174991292504,10.03957462310791,26.463759740193684,0.6158192157745361,0.46327686309814453,1
41,0.03333333333333334,0.25448509198725394,0.1486605310014316,0.015435537622709359,0.0023575685918331146,1.3314640351704188,0.3451176051318603,0.012115305289626122,0.06370487840225299,0.05080748489126563,0.9750487056458718,10.562347412109375,23.419626235961914,0.4237288236618042,0.0,1
42,0.034999999999999996,0.25947198531622256,0.1175757675830807,0.018714695536930646,0.0021308607247192413,0.9878649115562439,0.5402708481824662,0.020472686737775803,0.05569514663269123,0.04688953165896237,0.977349665103851,13.180046081542969,24.55652364095052,0.6577885150909424,0.6311540603637695,1
43,0.03666666666666667,0.2639480098955954,0.1288426731313978,0.01624763766968889,0.0017651004018262029,1.1253031407083784,0.5442622950819672,0.014224481768906116,0.0493952048321565,0.040602523600682616,0.979380109208071,10.774469375610352,24.985081672668457,0.2623082995414734,0.0,1
44,0.03833333333333333,0.2679580021201054,0.1366364737706525,0.0203993111582739,0.0023221699895137654,1.1614814570971899,0.4533143264433357,0.015448878519237041,0.07455492143829663,0.05977841070853174,0.9734024141466979,11.607353210449219,25.7019468943278,0.5577078461647034,0.23083138465881348,1
45,0.04000000000000001,0.27154447609346,0.1199192080114569,0.018607993743249347,0.0016767289032161767,1.0124414435454778,0.5334283677833215,0.01622352935373783,0.06244112364947796,0.05088672507554293,0.9764148207769807,10.854389190673828,24.13292916615804,0.7627118825912476,1.0508475303649902,1
46,0.04166666666666667,0.27474736325062865,0.11404512396880559,0.017330469896218607,0.0015058692162191229,0.9665190875530243,0.581183178902352,0.01226129662245512,0.07297653580705325,0.05779772624373436,0.9740331168227111,9.67842960357666,23.586784998575848,0.6408393979072571,0.5633575916290283,1
47,0.043333333333333335,0.27760386759352235,0.1176235843449831,0.014847965811246209,0.00222480945168562,1.0267920792102814,0.5000712758374911,0.00925455428659916,0.06508343790968259,0.05112621723674238,0.9766746721507049,8.644033432006836,24.35955301920573,0.6876513361930847,0.7506053447723389,1
48,0.045,0.28014841296677745,0.10847282010529723,0.01211379554920963,0.0019249692081107891,0.9627239853143692,0.5722024233784747,0.013959038071334362,0.07487969783445199,0.059649532893672585,0.9730222324232792,10.87598705291748,24.976050694783527,0.5690072774887085,0.276029109954834,1
49,0.04666666666666666,0.28241266154918615,0.12807967327535152,0.012868392547326428,0.0011666922405960836,1.1515683361462183,0.48139700641482536,0.012898674234747887,0.07189491856843233,0.057145857717841864,0.9738206383395385,11.521893501281738,28.433848698933918,0.35108959674835205,0.0,1
50,0.04833333333333334,0.28442558568132187,0.12345402874052525,0.013624888046511583,0.0015978176379576325,1.0975190997123718,0.46671418389166075,0.010538602247834206,0.06459729373455048,0.05108262086287141,0.9741838402529068,9.414386749267578,23.67944399515788,0.63922518491745,0.5569007396697998,1
51,0.05,0.2862135780539846,0.11304398439824581,0.010074519053367632,0.0022413923371849315,1.0285739323922567,0.48980755523877406,0.011230265721678734,0.06876778230071068,0.05438340315595269,0.974347451958215,9.843483924865723,23.88018258412679,0.4810330867767334,0.0,1
52,0.05,0.2878005879944047,0.11871910627399172,0.011010489725906934,0.0027654674361526433,1.075703420809337,0.42794012829650746,0.00801066868007183,0.05838531566162904,0.04579165391623974,0.9764363361418557,8.09705924987793,24.594501495361328,0.4858756959438324,0.0,1
53,0.05,0.28920827402274507,0.1111476660839149,0.01038447518034705,0.0022690609164003816,1.0064973618303026,0.5290092658588739,0.005898883566260338,0.06458413476745288,0.04991282208357006,0.9756590579127526,6.571757793426514,23.06620693206787,0.746569812297821,0.9862792491912842,1
54,0.05,0.29045616497291116,0.10708871936159474,0.010855210130102932,0.001686974145871188,0.9614915890353066,0.6242337847469708,0.00913043413311243,0.07080125901848078,0.05538355256430805,0.9739875754136027,9.4552583694458,24.60917313893636,0.665859580039978,0.6634383201599121,1
55,0.05,0.29156182377405265,0.11573427090687412,0.011571219457047326,0.001594705503001543,1.0408331496374947,0.542551674982181,0.00687952758744359,0.06445694466431935,0.05006259027868509,0.9742675365365493,7.4146575927734375,23.93724791208903,0.5133171677589417,0.0532686710357666,1
56,0.05,0.2925410094880885,0.11299252536680017,0.009689687152526208,0.001590919352435906,1.0322329146521432,0.5154668567355667,0.007645970676094294,0.07901317160576582,0.061171371256932616,0.9707966454178187,7.3039326667785645,24.70407708485921,0.5496367812156677,0.1985471248626709,1
57,0.05,0.2934078344216441,0.11608385667204857,0.010974099593503135,0.0013258667105609284,1.0504346255745207,0.49793300071275837,0.011003537103533745,0.07630261903007825,0.059977848548442125,0.9697616121191415,9.131637573242188,23.418656984965008,0.4640839397907257,0.0,1
58,0.05,0.2941749141111155,0.11428530301366534,0.010023589911205428,0.0011411864522545198,1.0420465213911874,0.47327156094084105,0.007185489404946566,0.06062505984057983,0.04726516723167151,0.9758659956129747,7.6103949546813965,23.890531539916992,0.5262308120727539,0.10492324829101562,1
59,0.05,0.2948535087517728,0.11078887592468943,0.008530190896375902,0.0010096167887760593,1.0220820371593748,0.5019244476122594,0.007418293971568346,0.061191508546471596,0.04774820478633046,0.9752476259158989,7.4856343269348145,24.730440139770508,0.5698143839836121,0.27925753593444824,1
60,0.05,0.2954536552392835,0.10654708955969129,0.007677853215552334,0.0013098441351238371,0.9880374159131732,0.5605131860299358,0.005452974233776331,0.05873955382655064,0.04541790904477239,0.9770839504167894,6.152690887451172,22.792614936828613,0.6311541795730591,0.5246167182922363,1
61,0.05,0.29598428944542915,0.10622333708618369,0.007834295409598522,0.0012004706991969474,0.9832901699202401,0.599144689950107,0.008004246279597282,0.05544238661726316,0.04358285153284669,0.9782322155540819,7.876453876495361,22.322594960530598,0.6109765768051147,0.443906307220459,1
62,0.05,0.2964533586862537,0.10597686203462738,0.008553371531888843,0.0013307544504641555,0.9735695251396724,0.6045616535994298,0.006771829444915056,0.06330132267127435,0.04916894936468452,0.9761370171232587,7.096993446350098,23.79777717590332,0.6053268909454346,0.4213075637817383,1
63,0.05,0.29686792458386496,0.10815436552677836,0.009614180823388909,0.0013689716059681295,0.984717349920954,0.6263720598717035,0.00593296205624938,0.06025706448902687,0.046676038997247815,0.9762261598907687,7.239903450012207,23.676948229471844,0.675544798374176,0.7021791934967041,1
64,0.05,0.2972342566923755,0.10578573468540396,0.008613795324760889,0.0014286791847553104,0.9710050352982112,0.6712758374910905,0.006574408616870642,0.0588930348555247,0.04581337852869183,0.9764582461120256,6.845590591430664,23.03575897216797,0.6537530422210693,0.6150121688842773,1
65,0.05,0.2975579173704624,0.10324950808925289,0.007821850179295455,0.0011733471723606012,0.9536898923771722,0.6466143977191732,0.005400627851486206,0.05828821131338676,0.04506631544791162,0.9779827550215899,7.127972602844238,23.37694517771403,0.6101694703102112,0.4406778812408447,1
66,0.05,0.29784383845114787,0.10476011782884598,0.008402496742616807,0.0010588875946788384,0.9630467593669891,0.6205274411974341,0.007978959009051323,0.05699722468852997,0.04474265826866031,0.9773097357629607,8.33158016204834,22.76616636912028,0.5544794201850891,0.21791768074035645,1
67,0.05,0.2980963902945089,0.11134123376437596,0.008048865029455296,0.0012313778570387512,1.0323079845735006,0.6044191019244476,0.005784519482403994,0.059353567038973175,0.04596130514983088,0.9778927254400538,6.40656852722168,21.384135564168293,0.5488296747207642,0.19531869888305664,1
68,0.05,0.29831944381972736,0.10966640870485987,0.00812404285118516,0.0013318638999148139,1.014757705586297,0.5998574483250179,0.007506665773689747,0.05838274645308653,0.04566372628323734,0.9773968476682225,7.741201400756836,22.31816514333089,0.5593220591545105,0.237288236618042,1
69,0.05,0.2985164261060192,0.10662574959652764,0.008033580911744918,0.0014209186109448118,0.9852112084627151,0.6185317177476836,0.005315410438925028,0.05920803391685089,0.04573487816378474,0.9771414926025077,6.681756973266602,22.099964141845703,0.5189669132232666,0.0758676528930664,1
70,0.05,0.2986903701327928,0.11090219765901566,0.007966252226781632,0.0013098864188318007,1.0287044878516878,0.5754811119030648,0.005446836818009615,0.06935611398269732,0.0533787946915254,0.9723642066747621,6.6677069664001465,22.251644452412922,0.461662620306015,0.0,1
71,0.05,0.2988439592020035,0.11259253961699349,0.00796822302176484,0.0012523150975799321,1.0456170013972692,0.5160370634354954,0.007105979602783918,0.059075399612387024,0.046083044493570924,0.9773258655242767,7.071435451507568,21.71380043029785,0.5399515628814697,0.1598062515258789,1
72,0.05,0.2989795665531389,0.1113493415926184,0.008068105970908488,0.0016826818755362183,1.0319709990705763,0.5302922309337135,0.0050254100933671,0.061607613849143185,0.047462062793783844,0.9766264366470891,5.933312892913818,22.238540013631184,0.5891848206520081,0.3567392826080322,1
73,0.05,0.2990992906459578,0.10885772508169923,0.007444532987262521,0.001378226318463151,1.0134427951914924,0.5528153955808981,0.006071143783628941,0.06368516245856881,0.049281657789833844,0.9759284414517186,6.652247905731201,22.649601936340332,0.5883777141571045,0.35351085662841797,1
1,0.0,0.0,0.7801273337432316,0.7801273337432316,0.0,0.0,0.0,1.1698181629180908,0.5011896888415018,0.6683468073606491,0.6286947419729483,78.90514373779297,87.31119537353516,0.6550888419151306,0.6203553676605225,2
2,0.0,0.0,0.5407861971429416,0.5407861971429416,0.0,0.0,0.0,0.7567775249481201,0.3447636266549428,0.44776711612939835,0.7855282689509301,70.23958587646484,70.77852121988933,0.506462037563324,0.0258481502532959,2
3,0.0,0.0,0.3378994826759611,0.3378994826759611,0.0,0.0,0.0,0.5520846247673035,0.25296709438165027,0.3277464769780636,0.8679210350327689,47.88494873046875,44.429274241129555,0.6163166165351868,0.46526646614074707,2
4,0.0,0.0,0.23942076680915697,0.23942076680915697,0.0,0.0,0.0,0.2955649197101593,0.1484607197344303,0.18523676972836256,0.8939750421096904,46.042457580566406,41.725772857666016,0.6680129170417786,0.6720516681671143,2
5,0.0,0.0,0.15959587613386766,0.15959587613386766,0.0,0.0,0.0,0.1592663675546646,0.1279172512392203,0.13575453776866198,0.9217352114752857,36.596343994140625,35.10696538289388,0.7092084288597107,0.8368337154388428,2
6,0.0,0.0,0.14317188837698527,0.14317188837698527,0.0,0.0,0.0,0.09743648022413254,0.11614255358775456,0.11146603338420391,0.9466160359615303,25.05029296875,32.21907488505045,0.6421647667884827,0.5686590671539307,2
7,0.0,0.0,0.12711392981665476,0.12711392981665476,0.0,0.0,0.0,0.10872560739517212,0.08889468510945638,0.09385241754353046,0.9520710474213484,31.98603630065918,31.4720942179362,0.5823909640312195,0.32956385612487793,2
8,0.0,0.0,0.1105887344373124,0.1105887344373124,0.0,0.0,0.0,0.16967171430587769,0.11250828330715497,0.12679914105683565,0.951261196715492,31.37040901184082,29.772531509399414,0.5840064883232117,0.3360259532928467,2
9,0.0,0.0,0.08611776400357485,0.08611776400357485,0.0,0.0,0.0,0.049542494118213654,0.09694512809316318,0.08509446866810322,0.9493120540886818,19.476219177246094,30.030609766642254,0.5306946635246277,0.12277865409851074,2
10,0.0,0.0,0.07686938717961311,0.07686938717961311,0.0,0.0,0.0,0.12338590621948242,0.10790812472502391,0.11177757009863853,0.9614943566836057,38.66754150390625,50.88772710164388,0.5226171016693115,0.0904684066772461,2
11,0.0,0.0,0.06892194904919181,0.06892194904919181,0.0,0.0,0.0,0.06900116801261902,0.06227358616888523,0.06395548162981868,0.9642425002437389,22.24622917175293,23.787075360616047,0.48465266823768616,0.0,2
12,0.0,0.0,0.055162674614361355,0.055162674614361355,0.0,0.0,0.0,0.040896691381931305,0.05238273491462072,0.04951122123748064,0.9719885376779105,16.460208892822266,24.350542704264324,0.4975767433643341,0.0,2
13,0.0,0.0,0.04854744386726192,0.04854744386726192,0.0,0.0,0.0,0.03871569409966469,0.05382653512060642,0.05004882486537099,0.9731896161959713,16.207799911499023,25.30311648050944,0.506462037563324,0.0258481502532959,2
14,0.0,0.0,0.044241145186658414,0.044241145186658414,0.0,0.0,0.0,0.06490626931190491,0.04847317313154539,0.052581447176635265,0.973245922980327,26.98932647705078,27.964685440063477,0.5113085508346558,0.04523420333862305,2
15,0.0,0.0,0.04659709454114948,0.04659709454114948,0.0,0.0,0.0,0.0394756942987442,0.050913591558734574,0.04805411817505956,0.9709284827190559,18.447952270507812,23.127894083658855,0.44022616744041443,0.0,2
16,0.0,0.0,0.05247719000492777,0.05247719000492777,0.0,0.0,0.0,0.024469071999192238,0.05558595061302185,0.04780673095956445,0.9736677597482483,14.708867073059082,22.586137453715008,0.5161550641059875,0.0646202564239502,2
17,0.0,0.0,0.038964072574994395,0.038964072574994395,0.0,0.0,0.0,0.026924094185233116,0.045148756355047226,0.04059259034693241,0.9777497709259463,16.51093864440918,24.578245162963867,0.4466882050037384,0.0,2
18,0.0,0.0,0.03918202281264322,0.03918202281264322,0.0,0.0,0.0,0.04204632341861725,0.045233104377985,0.04443640913814306,0.9721435952461434,16.327260971069336,23.36928653717041,0.5306946635246277,0.12277865409851074,2
19,0.0,0.0,0.03843774240730064,0.03843774240730064,0.0,0.0,0.0,0.02943420223891735,0.045035356655716896,0.04113506805151701,0.9772243850426738,18.618526458740234,25.160053253173828,0.5169628262519836,0.06785130500793457,2
20,0.0,0.0,0.04268380460728492,0.04268380460728492,0.0,0.0,0.0,0.032547175884246826,0.04281502030789852,0.04024806013330817,0.9792235953584959,16.400392532348633,24.080027262369793,0.5056542754173279,0.022617101669311523,2
21,0.0,0.0,0.03890098538249731,0.03890098538249731,0.0,0.0,0.0,0.045277152210474014,0.05015478221078714,0.04893537471070886,0.9725861189904681,20.01164436340332,23.668866475423176,0.5880452394485474,0.35218095779418945,2
22,0.0016666666666666635,0.018725624024253706,0.09991261841995376,0.030964548366942575,0.0018329748813162691,0.6894501511539731,0.6897633304818933,0.030590657144784927,0.037040899197260536,0.03542833821848035,0.9801145304379202,16.880529403686523,21.49922053019206,0.8570274710655212,1.428109884262085,2
23,0.0033333333333333322,0.03730590053147884,0.07911001012793609,0.03126921710957374,0.0013700037234229967,0.4783622484122004,0.8284858853721129,0.036747850477695465,0.03987524596353372,0.039093397092074156,0.978460931762533,19.227630615234375,20.75533167521159,0.888529896736145,1.55411958694458,2
24,0.005000000000000001,0.055599959972441805,0.06899687528078045,0.029438447107427886,0.001797206059563905,0.39549440890550613,0.8886512688907898,0.025342339649796486,0.04404543153941631,0.039369658567011356,0.980543785066964,15.061698913574219,24.805160840352375,0.9063004851341248,1.625201940536499,2
25,0.0066666666666666645,0.07347559872111269,0.060057063320917745,0.025431640446186066,0.001310387921486316,0.3461668672306197,0.916310236669518,0.027636054903268814,0.04080716893076897,0.03751439042389393,0.9803031504873815,13.682267189025879,19.616742769877117,0.8901454210281372,1.5605816841125488,2
26,0.008333333333333331,0.0908129187996325,0.061270174836473804,0.026614756656012366,0.0016152211995046986,0.3464195728302002,0.9044767607641859,0.01839926280081272,0.03676683704058329,0.03217494348064065,0.9797703346540325,10.676669120788574,20.520233790079754,0.8957996964454651,1.5831987857818604,2
27,0.010000000000000002,0.10750721950523578,0.09137860632368497,0.02275362371334008,0.0014007189539760084,0.6861097418836185,0.7976903336184773,0.03825709596276283,0.03260704626639684,0.03401955869048834,0.9812444029536166,15.783771514892578,18.358644485473633,0.6478190422058105,0.5912761688232422,2
28,0.011666666666666669,0.12347101670220681,0.20671796479395457,0.025263842195272446,0.002455266769434924,1.814254756484713,0.4897348160821215,0.022410018369555473,0.04052037683626016,0.035992787685245275,0.9799876399766895,14.725257873535156,20.409334182739258,0.19143779575824738,0.0,2
29,0.013333333333333336,0.13863514717800293,0.24655053179178918,0.030382625359509672,0.004299493643754561,2.1611057690211704,0.3306244653550043,0.03579889237880707,0.04168885635832945,0.04021636629477143,0.979102860160216,18.96415138244629,22.737810452779133,0.2132471799850464,0.0,2
30,0.014999999999999998,0.15294899212057694,0.12927076752696717,0.02318609076818185,0.005001606045490397,1.0600965023040771,0.6241802110065583,0.01772785373032093,0.039786467949549355,0.03427181439474225,0.9809337080695422,12.921029090881348,21.473153750101726,0.651857852935791,0.6074314117431641,2
31,0.016666666666666663,0.16637991670481464,0.14011877349444798,0.021496500287737166,0.004054193609460656,1.1855470154966627,0.5879669232962647,0.013624952174723148,0.04789969821770986,0.03933101170696318,0.9767549201857402,9.841690063476562,22.946703910827637,0.3667205274105072,0.0,2
32,0.018333333333333333,0.1789120666437727,0.14472415005522116,0.024083913303911686,0.0032014245350312975,1.2058154344558716,0.4364128885086969,0.022045746445655823,0.037114289899667106,0.033347154036164284,0.9808412520654557,13.638195991516113,21.10429859161377,0.540387749671936,0.16155099868774414,2
33,0.020000000000000004,0.19054468571618619,0.1184272649032729,0.018862033861556222,0.0019955847404032412,0.9952531776257924,0.6333048189335615,0.010926689952611923,0.03768997577329477,0.030999154318124056,0.9803433778027197,9.402776718139648,18.600987752278645,0.5807754397392273,0.3231017589569092,2
34,0.021666666666666667,0.20129012226206214,0.13129287851708277,0.021581803115883043,0.0015816633115589087,1.0967680300985063,0.5511833475905332,0.013828552328050137,0.05240233987569809,0.04275889275595546,0.9781137293801618,9.698476791381836,23.315511385599773,0.3400646150112152,0.0,2
35,0.023333333333333338,0.21117168118098634,0.144991916471294,0.020891813561320305,0.002901273575844243,1.2403240544455392,0.414599372683205,0.017384769394993782,0.03714133364458879,0.032202193047851324,0.9805333924371182,11.8428955078125,18.86977418263753,0.7520194053649902,1.008077621459961,2
36,0.024999999999999994,0.22022145588130237,0.1164898443967104,0.016815952624061277,0.0038469140085258652,0.9957771684442248,0.6066438551468492,0.01954510062932968,0.037510752057035766,0.03301933920010924,0.9808177682896213,13.298755645751953,17.69884999593099,0.756865918636322,1.027463674545288,2
37,0.02666666666666667,0.22847824678672937,0.11445283517241478,0.01971555348219616,0.0030433467348172727,0.9465612322092056,0.6179070430567437,0.009506665170192719,0.03734708515306314,0.030386980157345533,0.9830872813688997,8.057893753051758,21.957141240437824,0.7221324443817139,0.8885297775268555,2
